date,routeer,door,gifts,womens one,womens two,mens,upstairs,location
4/14/13 16:05,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 16:05,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 16:05,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 16:05,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 16:05,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 16:05,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 16:05,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 16:05,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 16:05,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 16:05,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 16:05,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 16:05,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 16:05,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 16:05,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 16:05,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 16:05,00:13:a2:00:40:79:c2:16,,,1,,,,3
4/14/13 16:06,00:13:a2:00:40:a4:d7:1d,,,,,,1,6
4/14/13 16:06,00:13:a2:00:40:a4:d7:1d,,,,,,1,6
4/14/13 16:06,00:13:a2:00:40:a4:d7:1d,,,,,,1,6
4/14/13 16:06,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 16:06,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 16:06,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 16:06,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 16:06,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 16:06,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 16:06,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 16:06,00:13:a2:00:40:79:c2:16,,,1,,,,3
4/14/13 16:06,00:13:a2:00:40:79:c2:16,,,1,,,,3
4/14/13 16:06,00:13:a2:00:40:79:c2:16,,,1,,,,3
4/14/13 16:06,00:13:a2:00:40:79:c2:16,,,1,,,,3
4/14/13 16:06,00:13:a2:00:40:79:c2:16,,,1,,,,3
4/14/13 16:06,00:13:a2:00:40:79:c2:16,,,1,,,,3
4/14/13 16:06,00:13:a2:00:40:79:c2:16,,,1,,,,3
4/14/13 16:07,00:13:a2:00:40:a4:d7:1d,,,,,,1,6
4/14/13 16:07,00:13:a2:00:40:a4:d7:1d,,,,,,1,6
4/14/13 16:07,00:13:a2:00:40:a4:d7:1d,,,,,,1,6
4/14/13 16:07,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 16:07,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 16:07,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 16:07,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 16:07,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 16:07,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 16:07,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 16:07,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 16:07,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 16:07,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 16:07,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 16:07,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 16:07,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 16:07,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 16:07,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 16:07,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 16:07,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 16:07,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 16:07,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 16:07,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 16:07,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 16:07,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 16:07,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 16:07,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 16:07,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 16:07,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 16:07,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 16:07,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 16:07,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 16:07,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 16:07,00:13:a2:00:40:79:c2:16,,,1,,,,3
4/14/13 16:07,00:13:a2:00:40:79:c2:16,,,1,,,,3
4/14/13 16:07,00:13:a2:00:40:79:c2:16,,,1,,,,3
4/14/13 16:07,00:13:a2:00:40:79:c2:16,,,1,,,,3
4/14/13 16:07,00:13:a2:00:40:79:c2:16,,,1,,,,3
4/14/13 16:07,00:13:a2:00:40:79:c2:16,,,1,,,,3
4/14/13 16:08,00:13:a2:00:40:a4:d7:1d,,,,,,1,6
4/14/13 16:08,00:13:a2:00:40:a4:d7:1d,,,,,,1,6
4/14/13 16:08,00:13:a2:00:40:a0:97:e5,,,,,1,,5
4/14/13 16:08,00:13:a2:00:40:a0:97:e5,,,,,1,,5
4/14/13 16:08,00:13:a2:00:40:a0:97:e5,,,,,1,,5
4/14/13 16:08,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 16:08,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 16:08,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 16:08,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 16:08,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 16:08,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 16:08,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 16:08,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 16:08,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 16:08,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 16:08,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 16:08,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 16:08,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 16:08,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 16:08,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 16:08,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 16:08,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 16:08,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 16:08,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 16:08,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 16:08,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 16:08,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 16:08,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 16:08,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 16:08,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 16:08,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 16:08,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 16:08,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 16:08,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 16:08,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 16:08,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 16:08,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 16:08,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 16:08,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 16:08,00:13:a2:00:40:79:c2:16,,,1,,,,3
4/14/13 16:08,00:13:a2:00:40:79:c2:16,,,1,,,,3
4/14/13 16:09,00:13:a2:00:40:a4:d7:1d,,,,,,1,6
4/14/13 16:09,00:13:a2:00:40:a4:d7:1d,,,,,,1,6
4/14/13 16:09,00:13:a2:00:40:a4:d7:1d,,,,,,1,6
4/14/13 16:09,00:13:a2:00:40:a0:97:e5,,,,,1,,5
4/14/13 16:09,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 16:09,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 16:09,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 16:09,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 16:09,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 16:09,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 16:09,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 16:09,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 16:09,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 16:09,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 16:09,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 16:09,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 16:09,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 16:09,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 16:09,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 16:09,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 16:09,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 16:09,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 16:09,00:13:a2:00:40:79:c2:16,,,1,,,,3
4/14/13 16:10,00:13:a2:00:40:a0:97:e5,,,,,1,,5
4/14/13 16:10,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 16:10,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 16:10,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 16:10,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 16:10,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 16:10,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 16:10,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 16:10,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 16:10,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 16:10,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 16:10,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 16:10,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 16:10,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 16:10,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 16:10,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 16:10,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 16:10,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 16:10,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 16:11,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 16:11,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 16:11,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 16:11,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 16:11,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 16:11,00:13:a2:00:40:79:c2:16,,,1,,,,3
4/14/13 16:12,00:13:a2:00:40:a4:d7:1d,,,,,,1,6
4/14/13 16:12,00:13:a2:00:40:a4:d7:1d,,,,,,1,6
4/14/13 16:12,00:13:a2:00:40:a4:d7:1d,,,,,,1,6
4/14/13 16:12,00:13:a2:00:40:a0:97:e5,,,,,1,,5
4/14/13 16:12,00:13:a2:00:40:79:c2:16,,,1,,,,3
4/14/13 16:13,00:13:a2:00:40:a4:d7:1d,,,,,,1,6
4/14/13 16:13,00:13:a2:00:40:a4:d7:1d,,,,,,1,6
4/14/13 16:13,00:13:a2:00:40:a4:d7:1d,,,,,,1,6
4/14/13 16:13,00:13:a2:00:40:a0:97:e5,,,,,1,,5
4/14/13 16:13,00:13:a2:00:40:a0:97:e5,,,,,1,,5
4/14/13 16:13,00:13:a2:00:40:a0:97:e5,,,,,1,,5
4/14/13 16:13,00:13:a2:00:40:a0:97:e5,,,,,1,,5
4/14/13 16:13,00:13:a2:00:40:a0:97:e5,,,,,1,,5
4/14/13 16:13,00:13:a2:00:40:a0:97:e5,,,,,1,,5
4/14/13 16:13,00:13:a2:00:40:a0:97:e5,,,,,1,,5
4/14/13 16:13,00:13:a2:00:40:a0:97:e5,,,,,1,,5
4/14/13 16:13,00:13:a2:00:40:a0:97:e5,,,,,1,,5
4/14/13 16:13,00:13:a2:00:40:a0:97:e5,,,,,1,,5
4/14/13 16:13,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 16:13,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 16:13,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 16:13,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 16:14,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 16:14,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 16:14,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 16:14,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 16:14,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 16:15,00:13:a2:00:40:a4:d7:1d,,,,,,1,6
4/14/13 16:15,00:13:a2:00:40:a4:d7:1d,,,,,,1,6
4/14/13 16:15,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 16:15,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 16:15,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 16:15,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 16:15,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 16:15,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 16:15,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 16:15,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 16:15,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 16:15,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 16:15,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 16:15,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 16:15,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 16:15,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 16:15,00:13:a2:00:40:79:c2:16,,,1,,,,3
4/14/13 16:16,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 16:16,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 16:16,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 16:16,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 16:16,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 16:16,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 16:16,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 16:16,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 16:16,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 16:16,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 16:16,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 16:16,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 16:16,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 16:16,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 16:16,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 16:16,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 16:16,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 16:16,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 16:16,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 16:16,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 16:16,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 16:16,00:13:a2:00:40:79:c2:16,,,1,,,,3
4/14/13 16:16,00:13:a2:00:40:79:c2:16,,,1,,,,3
4/14/13 16:16,00:13:a2:00:40:79:c2:16,,,1,,,,3
4/14/13 16:16,00:13:a2:00:40:79:c2:16,,,1,,,,3
4/14/13 16:16,00:13:a2:00:40:79:c2:16,,,1,,,,3
4/14/13 16:16,00:13:a2:00:40:79:c2:16,,,1,,,,3
4/14/13 16:16,00:13:a2:00:40:79:c2:16,,,1,,,,3
4/14/13 16:17,00:13:a2:00:40:a0:97:e5,,,,,1,,5
4/14/13 16:17,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 16:17,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 16:17,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 16:17,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 16:17,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 16:17,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 16:17,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 16:17,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 16:17,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 16:18,00:13:a2:00:40:a0:97:e5,,,,,1,,5
4/14/13 16:18,00:13:a2:00:40:a0:97:e5,,,,,1,,5
4/14/13 16:18,00:13:a2:00:40:a0:97:e5,,,,,1,,5
4/14/13 16:18,00:13:a2:00:40:a0:97:e5,,,,,1,,5
4/14/13 16:18,00:13:a2:00:40:a0:97:e5,,,,,1,,5
4/14/13 16:18,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 16:18,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 16:18,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 16:18,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 16:18,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 16:18,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 16:18,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 16:18,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 16:18,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 16:18,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 16:18,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 16:18,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 16:18,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 16:18,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 16:18,00:13:a2:00:40:79:c2:16,,,1,,,,3
4/14/13 16:18,00:13:a2:00:40:79:c2:16,,,1,,,,3
4/14/13 16:18,00:13:a2:00:40:79:c2:16,,,1,,,,3
4/14/13 16:18,00:13:a2:00:40:79:c2:16,,,1,,,,3
4/14/13 16:18,00:13:a2:00:40:79:c2:16,,,1,,,,3
4/14/13 16:18,00:13:a2:00:40:79:c2:16,,,1,,,,3
4/14/13 16:18,00:13:a2:00:40:79:c2:16,,,1,,,,3
4/14/13 16:18,00:13:a2:00:40:79:c2:16,,,1,,,,3
4/14/13 16:18,00:13:a2:00:40:79:c2:16,,,1,,,,3
4/14/13 16:18,00:13:a2:00:40:79:c2:16,,,1,,,,3
4/14/13 16:19,00:13:a2:00:40:a4:d7:1d,,,,,,1,6
4/14/13 16:19,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 16:19,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 16:19,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 16:19,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 16:19,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 16:19,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 16:19,00:13:a2:00:40:79:c2:16,,,1,,,,3
4/14/13 16:19,00:13:a2:00:40:79:c2:16,,,1,,,,3
4/14/13 16:19,00:13:a2:00:40:79:c2:16,,,1,,,,3
4/14/13 16:19,00:13:a2:00:40:79:c2:16,,,1,,,,3
4/14/13 16:20,00:13:a2:00:40:a4:d7:1d,,,,,,1,6
4/14/13 16:20,00:13:a2:00:40:a4:d7:1d,,,,,,1,6
4/14/13 16:20,00:13:a2:00:40:a4:d7:1d,,,,,,1,6
4/14/13 16:20,00:13:a2:00:40:a4:d7:1d,,,,,,1,6
4/14/13 16:20,00:13:a2:00:40:a4:d7:1d,,,,,,1,6
4/14/13 16:20,00:13:a2:00:40:a4:d7:1d,,,,,,1,6
4/14/13 16:20,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 16:20,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 16:20,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 16:20,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 16:20,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 16:20,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 16:20,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 16:20,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 16:20,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 16:20,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 16:20,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 16:20,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 16:20,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 16:20,00:13:a2:00:40:79:c2:16,,,1,,,,3
4/14/13 16:21,00:13:a2:00:40:a4:d7:1d,,,,,,1,6
4/14/13 16:21,00:13:a2:00:40:a0:97:e5,,,,,1,,5
4/14/13 16:21,00:13:a2:00:40:a0:97:e5,,,,,1,,5
4/14/13 16:21,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 16:21,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 16:21,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 16:21,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 16:21,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 16:21,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 16:21,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 16:21,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 16:21,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 16:21,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 16:21,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 16:21,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 16:21,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 16:21,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 16:21,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 16:21,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 16:21,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 16:21,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 16:22,00:13:a2:00:40:a4:d7:1d,,,,,,1,6
4/14/13 16:22,00:13:a2:00:40:a4:d7:1d,,,,,,1,6
4/14/13 16:22,00:13:a2:00:40:a4:d7:1d,,,,,,1,6
4/14/13 16:22,00:13:a2:00:40:a4:d7:1d,,,,,,1,6
4/14/13 16:22,00:13:a2:00:40:a4:d7:1d,,,,,,1,6
4/14/13 16:22,00:13:a2:00:40:a4:d7:1d,,,,,,1,6
4/14/13 16:22,00:13:a2:00:40:a4:d7:1d,,,,,,1,6
4/14/13 16:22,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 16:22,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 16:22,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 16:22,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 16:22,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 16:22,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 16:22,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 16:22,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 16:22,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 16:22,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 16:22,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 16:22,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 16:22,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 16:22,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 16:22,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 16:22,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 16:22,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 16:22,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 16:22,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 16:22,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 16:22,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 16:22,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 16:22,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 16:22,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 16:22,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 16:22,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 16:22,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 16:22,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 16:22,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 16:22,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 16:22,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 16:22,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 16:22,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 16:22,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 16:22,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 16:22,00:13:a2:00:40:8b:48:8c,,1,,,,,2
